200010	101
200020	101
200030	101
200031	101
200032	101
200040	101
200050	101
200060	101
200061	101
200070	101
200080	101
200090	101
200091	101
200100	101
200110	101
200120	101
200121	101
201010	101
201020	101
201030	101
201040	101
201041	101
201050	101
201060	101
201070	101
201071	101
201072	101
201080	101
201081	101
201090	101
201100	101
201110	101
201120	101
202010	101
202030	101
202040	101
202041	101
202050	101
202070	101
202080	101
202090	101
202100	101
202101	101
202110	101
202120	101
202130	101
203010	101
203020	101
203021	101
203022	101
203023	101
203030	101
203050	101
203060	101
203080	101
203090	101
203100	101
203110	101
203120	101
203130	101
203131	101
203140	101
203141	101
203150	101
204010	101
204020	101
204030	101
204040	101
204041	101
204050	101
204061	101
204062	101
204063	101
204070	101
207010	101
207020	101
207030	101
208010	101
208020	101
209010	101
209020	101
209021	101
209030	101
209040	101
210010	101
210020	101
210030	101
210040	101
210050	101
210060	101
210070	101
210080	101
210090	101
210100	101
210110	101
210120	101
210130	101
210140	101
210150	101
211010	101
211011	101
211020	101
211030	101
211040	101
211050	101
211060	101
211070	101
211090	101
211100	101
211110	101
211111	101
211120	101
211130	101
211140	101
211150	101
211160	101
211161	101
211170	101
211180	101
212010	101
212020	101
212021	101
212030	101
212031	101
212040	101
212050	101
212060	101
212070	101
212080	101
212090	101
212100	101
212110	101
212120	101
212130	101
212140	101
212150	101
212160	101
212170	101
212180	101
212190	101
212200	101
212201	101
212210	101
212220	101
212230	101
212240	101
212250	101
213010	101
213011	101
213020	101
213030	101
213031	101
213032	101
213040	101
213050	101
214010	101
214020	101
214021	101
214030	101
214040	101
214050	101
214060	101
214070	101
214080	101
214090	101
214091	101
214100	101
214101	101
214110	101
214120	101
218010	101
219010	101
300010	101
300020	101
300030	101
300040	101
300050	101
300060	101
300070	101
300090	101
300110	101
301010	101
301060	101
302010	101
302020	101
302030	101
303010	101
303020	101
304010	101
304020	101
304050	101
305010	101
305020	101
305030	101
305050	101
305060	101
309010	101
309020	101
310010	101
310020	101
310030	101
310040	101
310050	101
310051	101
310070	101
310071	101
310110	101
310120	101
310130	101
310140	101
310150	101
310160	101
310170	101
310310	101
320010	101
320020	101
320030	101
320050	101
320110	101
320160	101
323010	101
330010	101
330020	101
330030	101
330040	101
330050	101
340010	101
340020	101
340030	101
340040	101
340050	101
350010	101
350030	101
350040	101
